doc_id,locutor,raw_speech,cleaned_speech,tokens,lemmas,pos_tags,entities,num_lemmas
entretien_A.txt,CHLOÉ,"Salut Marc ! Dis-moi, t'as avancé sur ton corpus pour le projet sur la presse du XIXe ? J'ai vu que t'avais réservé une session au DataLab de la BnF.","salut marc ! dis-moi, t'as avancé sur ton corpus pour le projet sur la presse du xixe ? j'ai vu que t'avais réservé une session au datalab de la bnf.","salut marc ! dis -moi , t' as avancé sur ton corpus pour le projet sur la presse du xixe ? j' ai vu que t' avais réservé une session au datalab de la bnf .",salut marc dire moi avancer corpus projet presse xix réserver session datalab bnf,VERB PROPN ADV PRON VERB NOUN NOUN NOUN ADJ VERB NOUN NOUN NOUN,marc !(PER),13
entretien_A.txt,MARC,"Ah, salut Chloé ! Oui, justement, j'en sors à l'instant, enfin... virtuellement, quoi. (rire) J'ai passé la matinée à essayer de... de dompter les outils d'OCR sur des vieux numéros du *Petit Journal*. Franchement, c'est... c'est pas toujours une mince affaire, hein.","ah, salut chloé ! oui, justement, j'en sors à l'instant, enfin virtuellement, quoi. j'ai passé la matinée à essayer de de dompter les outils d'ocr sur des vieux numéros du *petit journal*. franchement, c'est c'est pas toujours une mince affaire, hein.","ah , salut chloé ! oui , justement , j' en sors à l' instant , enfin virtuellement , quoi . j' ai passé la matinée à essayer de de dompter les outils d' ocr sur des vieux numéros du * petit journal*. franchement , c' est c' est pas toujours une mince affaire , hein .",salut chloé oui justement sortir instant virtuellement passer matinée essayer dompter outil ocr vieux numéro petit journal*. franchement mince affaire hein,NOUN PROPN ADV ADV VERB NOUN ADV VERB NOUN VERB VERB NOUN NOUN ADJ NOUN ADJ NOUN ADV ADJ NOUN NOUN,hein(PER),21
entretien_A.txt,CHLOÉ,"J'imagine ! La qualité des numérisations de Gallica est bonne, mais l'OCR sur des mises en page anciennes... (grimace) Tu utilises quoi comme outil là-bas ? Ils ont des trucs spécifiques au DataLab ?","j'imagine ! la qualité des numérisations de gallica est bonne, mais l'ocr sur des mises en page anciennes tu utilises quoi comme outil là-bas ? ils ont des trucs spécifiques au datalab ?","j' imagine ! la qualité des numérisations de gallica est bonne , mais l' ocr sur des mises en page anciennes tu utilises quoi comme outil là - bas ? ils ont des trucs spécifiques au datalab ?",imaginer qualité numérisation gallica bon ocr mise page ancien utiliser outil truc datalab,VERB NOUN NOUN ADJ ADJ NOUN NOUN NOUN ADJ VERB NOUN NOUN NOUN,,13
entretien_A.txt,MARC,"Ben, ils ont plusieurs chaînes de traitement. J'ai testé celle basée sur Tesseract, mais aussi une autre, euh... eScriptorium, je crois. C'est assez puissant, mais la prise en main... (soupir) faut s'accrocher. Surtout pour segmenter les articles correctement, tu vois, avec les colonnes, les images...","ben, ils ont plusieurs chaînes de traitement. j'ai testé celle basée sur tesseract, mais aussi une autre, euh escriptorium, je crois. c'est assez puissant, mais la prise en main faut s'accrocher. surtout pour segmenter les articles correctement, tu vois, avec les colonnes, les images","ben , ils ont plusieurs chaînes de traitement . j' ai testé celle basée sur tesseract , mais aussi une autre , euh escriptorium , je crois . c' est assez puissant , mais la prise en main faut s' accrocher . surtout pour segmenter les articles correctement , tu vois , avec les colonnes , les images",ben chaîne traitement tester baser tesseract euh escriptorium croire puissant prise main falloir accrocher segmenter article correctement voir colonne image,ADV NOUN NOUN VERB VERB VERB ADJ NOUN VERB ADJ NOUN NOUN VERB VERB VERB NOUN ADV VERB NOUN NOUN,,20
entretien_A.txt,CHLOÉ,"Ouais, la segmentation, c'est le nerf de la guerre. Et pour le stockage de tes données textuelles après, tu passes par Nakala via Huma-Num ? C'est ce qu'on nous avait recommandé pour la pérennité et le... le partage, enfin, l'exposition des métadonnées.","ouais, la segmentation, c'est le nerf de la guerre. et pour le stockage de tes données textuelles après, tu passes par nakala via huma-num ? c'est ce qu'on nous avait recommandé pour la pérennité et le le partage, enfin, l'exposition des métadonnées.","ouais , la segmentation , c' est le nerf de la guerre . et pour le stockage de tes données textuelles après , tu passes par nakala via huma - num ? c' est ce qu' on nous avait recommandé pour la pérennité et le le partage , enfin , l' exposition des métadonnées .",ouai segmentation nerf guerre stockage donnée textuel passer nakala huma num recommander pérennité partage exposition métadonnée,NOUN NOUN NOUN NOUN NOUN NOUN ADJ VERB NOUN NOUN NOUN VERB NOUN NOUN NOUN NOUN,nakala via huma-num(PER),16
entretien_A.txt,MARC,"Exactement. L'idée, c'est de déposer les textes océrisés et les métadonnées associées sur Nakala. (pause) Mais avant ça, faut que je nettoie le texte, que je l'annote un minimum en TEI... C'est un boulot de dingue. Je me demande si je vais pas devoir... p'têt' me concentrer sur une période plus courte que prévu.","exactement. l'idée, c'est de déposer les textes océrisés et les métadonnées associées sur nakala. mais avant ça, faut que je nettoie le texte, que je l'annote un minimum en tei c'est un boulot de dingue. je me demande si je vais pas devoir p'têt' me concentrer sur une période plus courte que prévu.","exactement . l' idée , c' est de déposer les textes océrisés et les métadonnées associées sur nakala . mais avant ça , faut que je nettoie le texte , que je l' annote un minimum en tei c' est un boulot de dingue . je me demande si je vais pas devoir p' têt ' me concentrer sur une période plus courte que prévu .",idée déposer texte océriser métadonnée associer nakala falloir nettoyer texte annote minimum tei boulot dingue demande devoir p' têt concentrer période court prévoir,NOUN VERB NOUN VERB NOUN ADJ NOUN VERB VERB NOUN NOUN NOUN NOUN NOUN NOUN VERB VERB ADP NUM VERB NOUN ADJ VERB,nakala(LOC),23
entretien_A.txt,CHLOÉ,"Ah, le fameux ""rétrécissement"" du corpus face à la réalité du terrain ! (rire compatissant) Je connais ça. Pour mon projet sur les correspondances, j'ai dû faire pareil. (pause) Tu as regardé si y'avait pas des... des jeux de données déjà océrisés et disponibles, même partiellement ? Des fois, sur des plateformes comme... Persée, ou même des projets hébergés par Huma-Num, on trouve des pépites.","ah, le fameux ""rétrécissement"" du corpus face à la réalité du terrain ! je connais ça. pour mon projet sur les correspondances, j'ai dû faire pareil. tu as regardé si y'avait pas des des jeux de données déjà océrisés et disponibles, même partiellement ? des fois, sur des plateformes comme persée, ou même des projets hébergés par huma-num, on trouve des pépites.","ah , le fameux "" rétrécissement "" du corpus face à la réalité du terrain ! je connais ça . pour mon projet sur les correspondances , j' ai dû faire pareil . tu as regardé si y' avait pas des des jeux de données déjà océrisés et disponibles , même partiellement ? des fois , sur des plateformes comme persée , ou même des projets hébergés par huma - num , on trouve des pépites .",fameux rétrécissement corpus face réalité terrain connaître projet correspondance devoir faire pareil regarder y' jeu donnée océriser disponible partiellement fois plateforme perser projet héberger huma num trouver pépite,ADJ NOUN NOUN NOUN NOUN NOUN VERB NOUN NOUN VERB VERB ADJ VERB PRON NOUN NOUN VERB ADJ ADV NOUN NOUN VERB NOUN VERB NOUN NOUN VERB NOUN,huma-num(ORG),28
entretien_A.txt,MARC,"J'ai cherché, oui. Y'a des choses, mais pas exactement sur les années ou les titres que je vise. C'est toujours le problème, quoi. Le sur-mesure, ça prend un temps fou. (pause courte) Et toi, le DataLab, tu l'as déjà utilisé pour tes propres recherches ?","j'ai cherché, oui. y'a des choses, mais pas exactement sur les années ou les titres que je vise. c'est toujours le problème, quoi. le sur-mesure, ça prend un temps fou. et toi, le datalab, tu l'as déjà utilisé pour tes propres recherches ?","j' ai cherché , oui . y' a des choses , mais pas exactement sur les années ou les titres que je vise . c' est toujours le problème , quoi . le sur-mesure , ça prend un temps fou . et toi , le datalab , tu l' as déjà utilisé pour tes propres recherches ?",chercher oui y' chose année titre viser problème sur-mesure prendre temps fou datalab utiliser propre recherche,VERB NOUN PRON NOUN NOUN NOUN VERB NOUN PROPN VERB NOUN ADJ NOUN VERB ADJ NOUN,,16
entretien_A.txt,CHLOÉ,"Un peu, oui. Surtout pour accéder à des corpus spécifiques qui ne sont pas... comment dire... librement accessibles en téléchargement massif depuis Gallica. Et puis, pour les outils d'analyse de texte qu'ils proposent. J'avais testé Voyant Tools via leur interface, et aussi des scripts Python pour de la stylométrie. C'est pratique d'avoir un environnement déjà configuré.","un peu, oui. surtout pour accéder à des corpus spécifiques qui ne sont pas comment dire librement accessibles en téléchargement massif depuis gallica. et puis, pour les outils d'analyse de texte qu'ils proposent. j'avais testé voyant tools via leur interface, et aussi des scripts python pour de la stylométrie. c'est pratique d'avoir un environnement déjà configuré.","un peu , oui . surtout pour accéder à des corpus spécifiques qui ne sont pas comment dire librement accessibles en téléchargement massif depuis gallica . et puis , pour les outils d' analyse de texte qu' ils proposent . j' avais testé voyant tools via leur interface , et aussi des scripts python pour de la stylométrie . c' est pratique d' avoir un environnement déjà configuré .",oui accéder corpus librement accessible téléchargement massif gallica outil analyse texte proposer tester voir tool interface script python stylométrie pratique environnement configurer,ADV VERB NOUN ADV ADJ NOUN ADJ ADJ NOUN NOUN NOUN VERB VERB VERB NOUN NOUN NOUN NOUN NOUN ADJ NOUN VERB,tools(MISC); python(MISC),22
entretien_A.txt,MARC,"C'est clair. Ça évite de galérer avec les installations sur son propre poste. (pause) Et Huma-Num, au-delà de Nakala, tu utilises d'autres services ? Isidore pour la biblio, j'imagine ?","c'est clair. ça évite de galérer avec les installations sur son propre poste. et huma-num, au-delà de nakala, tu utilises d'autres services ? isidore pour la biblio, j'imagine ?","c' est clair . ça évite de galérer avec les installations sur son propre poste . et huma - num , au-delà de nakala , tu utilises d' autres services ? isidore pour la biblio , j' imagine ?",clair éviter galérer installation propre poste huma num au-delà nakala utilise service isidore biblio imaginer,ADJ VERB VERB NOUN ADJ NOUN ADJ NOUN ADV NOUN NOUN NOUN PROPN NOUN VERB,huma-num(ORG); nakala(LOC); isidore(PER),15
entretien_A.txt,CHLOÉ,"Isidore, bien sûr, c'est la base. (rire) Et puis, j'ai un carnet Hypothèses pour le projet, donc ça fait partie de l'écosystème. (pause) J'avoue que je devrais explorer un peu plus ce qu'ils offrent. J'ai vu qu'ils avaient des... des ateliers, des formations. Ce serait p'têt' pas mal pour approfondir la TEI, justement.","isidore, bien sûr, c'est la base. et puis, j'ai un carnet hypothèses pour le projet, donc ça fait partie de l'écosystème. j'avoue que je devrais explorer un peu plus ce qu'ils offrent. j'ai vu qu'ils avaient des des ateliers, des formations. ce serait p'têt' pas mal pour approfondir la tei, justement.","isidore , bien sûr , c' est la base . et puis , j' ai un carnet hypothèses pour le projet , donc ça fait partie de l' écosystème . j' avoue que je devrais explorer un peu plus ce qu' ils offrent . j' ai vu qu' ils avaient des des ateliers , des formations . ce serait p' têt ' pas mal pour approfondir la tei , justement .",isidore bien sûr base carnet hypothèse projet partie écosystème avouer devoir explorer offrir atelier formation p' têt mal approfondir tei justement,PROPN ADV ADJ NOUN NOUN NOUN NOUN NOUN NOUN VERB VERB VERB VERB NOUN NOUN PRON ADJ ADV VERB NOUN ADV,isidore(PER); tei(LOC),21
entretien_A.txt,MARC,"Ah, bonne idée ! On pourrait regarder ça ensemble ? Si y'a une session sur la TEI avancée ou sur des outils d'annotation spécifiques, ça m'intéresse carrément. Parce que là, je fais ça un peu... un peu à la main, avec Oxygen, mais je suis sûr qu'il y a moyen d'optimiser.","ah, bonne idée ! on pourrait regarder ça ensemble ? si y'a une session sur la tei avancée ou sur des outils d'annotation spécifiques, ça m'intéresse carrément. parce que là, je fais ça un peu un peu à la main, avec oxygen, mais je suis sûr qu'il y a moyen d'optimiser.","ah , bonne idée ! on pourrait regarder ça ensemble ? si y' a une session sur la tei avancée ou sur des outils d' annotation spécifiques , ça m' intéresse carrément . parce que là , je fais ça un peu un peu à la main , avec oxygen , mais je suis sûr qu' il y a moyen d' optimiser .",bon idée regarder ensemble y' session tei avancé outil annotation intéresser carrément main oxygen sûr moyen optimiser,ADJ NOUN VERB NOUN PRON NOUN NOUN ADJ NOUN NOUN VERB ADV NOUN NOUN ADJ NOUN VERB,tei(LOC),17
entretien_A.txt,CHLOÉ,"Carrément. On se checke ça la semaine prochaine ? (pause) Bon, et sinon, ton OCR, t'as quand même réussi à extraire des trucs exploitables aujourd'hui ?","carrément. on se checke ça la semaine prochaine ? bon, et sinon, ton ocr, t'as quand même réussi à extraire des trucs exploitables aujourd'hui ?","carrément . on se checke ça la semaine prochaine ? bon , et sinon , ton ocr , t' as quand même réussi à extraire des trucs exploitables aujourd'hui ?",carrément checke semaine prochain bon ocr réussir extraire truc exploitable aujourd'hui,ADV NOUN NOUN ADJ ADJ NOUN VERB VERB NOUN ADJ ADV,,11
entretien_A.txt,MARC,"Oui, oui, quand même. Disons que sur dix pages, j'en ai sept qui sont... correctes, après quelques corrections manuelles. C'est le taux de bruit qui est compliqué à gérer. Mais bon, c'est le lot commun avec les documents anciens, hein. (soupir) Faut juste être patient. Et avoir beaucoup de café.","oui, oui, quand même. disons que sur dix pages, j'en ai sept qui sont correctes, après quelques corrections manuelles. c'est le taux de bruit qui est compliqué à gérer. mais bon, c'est le lot commun avec les documents anciens, hein. faut juste être patient. et avoir beaucoup de café.","oui , oui , quand même . disons que sur dix pages , j' en ai sept qui sont correctes , après quelques corrections manuelles . c' est le taux de bruit qui est compliqué à gérer . mais bon , c' est le lot commun avec les documents anciens , hein . faut juste être patient . et avoir beaucoup de café .",oui oui dison page correct correction manuel taux bruit compliquer gérer bon lot commun document ancien hein falloir patient beaucoup café,ADV ADV NOUN NOUN ADJ NOUN ADJ NOUN NOUN VERB VERB ADJ NOUN ADJ NOUN ADJ NOUN VERB NOUN ADV NOUN,hein(PER),21
entretien_A.txt,CHLOÉ,"(rire) Le café, l'allié indispensable du chercheur en humanités numériques ! Bon, courage pour la suite alors. Et tiens-moi au courant pour les formations Huma-Num.","le café, l'allié indispensable du chercheur en humanités numériques ! bon, courage pour la suite alors. et tiens-moi au courant pour les formations huma-num.","le café , l' allié indispensable du chercheur en humanités numériques ! bon , courage pour la suite alors . et tiens -moi au courant pour les formations huma - num .",café allié indispensable chercheur humanité numérique bon courage suite moi courant formation huma num,NOUN NOUN ADJ NOUN NOUN ADJ ADJ NOUN NOUN PRON NOUN NOUN ADJ NOUN,,14
entretien_A.txt,MARC,"Ça marche, Chloé. Toi aussi, bon courage avec tes correspondances ! On se tient au jus.","ça marche, chloé. toi aussi, bon courage avec tes correspondances ! on se tient au jus.","ça marche , chloé . toi aussi , bon courage avec tes correspondances ! on se tient au jus .",marche chloé bon courage correspondance tenir jus,VERB PROPN ADJ NOUN NOUN VERB NOUN,ça(MISC),7
entretien_B.txt,MME MOREL,"Oui, c'est exact. Bonjour Monsieur. On m'a... on m'a parlé de vos services, notamment pour l'analyse de grands corpus de textes. Je travaille sur les débats parlementaires de l'entre-deux-guerres, et j'ai récupéré pas mal de numérisations via Gallica.","oui, c'est exact. bonjour monsieur. on m'a on m'a parlé de vos services, notamment pour l'analyse de grands corpus de textes. je travaille sur les débats parlementaires de l'entre-deux-guerres, et j'ai récupéré pas mal de numérisations via gallica.","oui , c' est exact . bonjour monsieur . on m' a on m' a parlé de vos services , notamment pour l' analyse de grands corpus de textes . je travaille sur les débats parlementaires de l' entre-deux-guerres , et j' ai récupéré pas mal de numérisations via gallica .",oui exact bonjour Monsieur parler service analyse grand corpus texte travailler débat parlementaire entre-deux-guerres récupérer mal numérisation gallica,ADV ADJ NOUN NOUN VERB NOUN NOUN ADJ NOUN NOUN VERB NOUN ADJ NOUN VERB ADV NOUN ADJ,bonjour monsieur(PER),18
entretien_B.txt,JEAN,"Ah, très intéressant comme sujet ! (pause courte) Oui, le DataLab peut certainement vous être utile. On a... comment dire... plusieurs objectifs. D'abord, faciliter l'accès à des corpus numériques de la BnF, y compris ceux qui sont sous droits ou qui nécessitent des outils spécifiques pour être exploités. Ensuite, mettre à disposition un environnement de travail avec des logiciels... euh... préinstallés pour le traitement de texte, l'analyse de données, la cartographie, etc.","ah, très intéressant comme sujet ! oui, le datalab peut certainement vous être utile. on a comment dire plusieurs objectifs. d'abord, faciliter l'accès à des corpus numériques de la bnf, y compris ceux qui sont sous droits ou qui nécessitent des outils spécifiques pour être exploités. ensuite, mettre à disposition un environnement de travail avec des logiciels euh préinstallés pour le traitement de texte, l'analyse de données, la cartographie, etc.","ah , très intéressant comme sujet ! oui , le datalab peut certainement vous être utile . on a comment dire plusieurs objectifs . d' abord , faciliter l' accès à des corpus numériques de la bnf , y compris ceux qui sont sous droits ou qui nécessitent des outils spécifiques pour être exploités . ensuite , mettre à disposition un environnement de travail avec des logiciels euh préinstallés pour le traitement de texte , l' analyse de données , la cartographie , etc.",intéressant sujet oui datalab certainement utile objectif faciliter accès corpus numérique bnf droit nécessiter outil exploiter ensuite mettre disposition environnement travail logiciel euh préinstaller traitement texte analyse donnée cartographie etc.,ADJ NOUN ADV NOUN ADV ADJ NOUN VERB NOUN NOUN ADJ PROPN NOUN VERB NOUN VERB ADV VERB NOUN NOUN NOUN NOUN ADJ VERB NOUN NOUN NOUN NOUN NOUN ADV,,30
entretien_B.txt,MME MOREL,"D'accord. Et concrètement, si j'ai déjà mes fichiers, qui sont des PDF issus de Gallica, comment ça se passe ? Est-ce que je peux les... les ""uploader"" dans cet environnement ?","d'accord. et concrètement, si j'ai déjà mes fichiers, qui sont des pdf issus de gallica, comment ça se passe ? est-ce que je peux les les ""uploader"" dans cet environnement ?","d' accord . et concrètement , si j' ai déjà mes fichiers , qui sont des pdf issus de gallica , comment ça se passe ? est -ce que je peux les les "" uploader "" dans cet environnement ?",accord concrètement fichier pdf issu gallica passer -ce uploader environnement,NOUN ADV NOUN NOUN ADJ ADJ VERB PRON NOUN NOUN,,10
entretien_B.txt,JEAN,"Tout à fait. Vous pouvez réserver un poste au DataLab – enfin, on a aussi des accès distants maintenant, ce qui est plus pratique. (sourire) Et vous pourrez y transférer vos données. (pause) La première étape, j'imagine, pour des PDF image, ce sera l'OCR, la reconnaissance de caractères ?","tout à fait. vous pouvez réserver un poste au datalab – enfin, on a aussi des accès distants maintenant, ce qui est plus pratique. et vous pourrez y transférer vos données. la première étape, j'imagine, pour des pdf image, ce sera l'ocr, la reconnaissance de caractères ?","tout à fait . vous pouvez réserver un poste au datalab – enfin , on a aussi des accès distants maintenant , ce qui est plus pratique . et vous pourrez y transférer vos données . la première étape , j' imagine , pour des pdf image , ce sera l' ocr , la reconnaissance de caractères ?",pouvoir réserver poste datalab accès distant pratique pouvoir transférer donnée étape imaginer pdf image ocr reconnaissance caractère,VERB VERB NOUN NOUN NOUN ADJ NOUN VERB VERB NOUN NOUN VERB NUM NOUN NOUN NOUN NOUN,,17
entretien_B.txt,MME MOREL,"Oui, absolument. C'est un peu ma... ma hantise. J'ai essayé des outils en ligne, mais la qualité n'est pas toujours au rendez-vous, surtout avec les typographies de l'époque.","oui, absolument. c'est un peu ma ma hantise. j'ai essayé des outils en ligne, mais la qualité n'est pas toujours au rendez-vous, surtout avec les typographies de l'époque.","oui , absolument . c' est un peu ma ma hantise . j' ai essayé des outils en ligne , mais la qualité n' est pas toujours au rendez-vous , surtout avec les typographies de l' époque .",oui absolument hantise essayer outil ligne qualité rendez-vous typographie époque,ADV ADV NOUN VERB NOUN NOUN NOUN NOUN NOUN NOUN,,10
entretien_B.txt,JEAN,"Je comprends. Ici, on a des chaînes d'OCR qui sont... disons, optimisées pour les collections de la BnF. On utilise notamment eScriptorium, qui permet un contrôle assez fin du processus de segmentation et de transcription. (pause) Ça demande un petit temps d'apprentissage, mais les résultats sont souvent bien meilleurs, surtout si vous pouvez investir un peu de temps dans la... la correction des modèles.","je comprends. ici, on a des chaînes d'ocr qui sont disons, optimisées pour les collections de la bnf. on utilise notamment escriptorium, qui permet un contrôle assez fin du processus de segmentation et de transcription. ça demande un petit temps d'apprentissage, mais les résultats sont souvent bien meilleurs, surtout si vous pouvez investir un peu de temps dans la la correction des modèles.","je comprends . ici , on a des chaînes d' ocr qui sont disons , optimisées pour les collections de la bnf . on utilise notamment escriptorium , qui permet un contrôle assez fin du processus de segmentation et de transcription . ça demande un petit temps d' apprentissage , mais les résultats sont souvent bien meilleurs , surtout si vous pouvez investir un peu de temps dans la la correction des modèles .",comprendre ici chaîne ocr dire optimisée collection bnf utiliser escriptorium contrôle fin processus segmentation transcription demande petit temps apprentissage résultat bien meilleur pouvoir investir temps correction modèle,VERB ADV NOUN X VERB NOUN NOUN NOUN VERB NOUN NOUN NOUN NOUN NOUN NOUN VERB ADJ NOUN NOUN NOUN ADV ADJ VERB VERB NOUN NOUN NOUN,bnf(LOC),27
entretien_B.txt,MME MOREL,"eScriptorium... d'accord, je note. (bruit de stylo sur papier) Et une fois que j'aurai mes textes en format brut, quelles sont les possibilités d'analyse ? Je m'intéresse par exemple à l'évolution de certains termes, à la cooccurrence de mots...","escriptorium d'accord, je note. et une fois que j'aurai mes textes en format brut, quelles sont les possibilités d'analyse ? je m'intéresse par exemple à l'évolution de certains termes, à la cooccurrence de mots","escriptorium d' accord , je note . et une fois que j' aurai mes textes en format brut , quelles sont les possibilités d' analyse ? je m' intéresse par exemple à l' évolution de certains termes , à la cooccurrence de mots",escriptorium accord note fois avoir texte format brut possibilité analyse intéresser exemple évolution terme cooccurrence mot,NOUN NOUN VERB NOUN VERB NOUN NOUN ADJ NOUN NOUN VERB NOUN NOUN NOUN NOUN NOUN,,16
entretien_B.txt,JEAN,"Alors, pour ça, on a des outils classiques comme Voyant Tools, qui est très bien pour une première exploration. (pause) On peut aussi vous orienter vers des bibliothèques Python, si vous êtes un peu à l'aise avec la programmation... des choses comme NLTK ou spaCy pour l'analyse linguistique. On a aussi des postes avec R et RStudio pour des analyses statistiques plus poussées.","alors, pour ça, on a des outils classiques comme voyant tools, qui est très bien pour une première exploration. on peut aussi vous orienter vers des bibliothèques python, si vous êtes un peu à l'aise avec la programmation des choses comme nltk ou spacy pour l'analyse linguistique. on a aussi des postes avec r et rstudio pour des analyses statistiques plus poussées.","alors , pour ça , on a des outils classiques comme voyant tools , qui est très bien pour une première exploration . on peut aussi vous orienter vers des bibliothèques python , si vous êtes un peu à l' aise avec la programmation des choses comme nltk ou spacy pour l' analyse linguistique . on a aussi des postes avec r et rstudio pour des analyses statistiques plus poussées .",outil classique voir tool bien exploration orienter bibliothèque python être aise programmation chose nltk spacy analyse linguistique poste r rstudio analyse statistique poussée,NOUN ADJ VERB NOUN ADV NOUN VERB NOUN ADJ AUX PROPN NOUN NOUN NOUN ADP NOUN ADJ NOUN NOUN NOUN NOUN ADJ NOUN,tools(MISC); python(MISC); spacy(ORG); rstudio(PER),23
entretien_B.txt,MME MOREL,"Python, j'ai quelques notions, mais très basiques. (rire hésitant) Mais Voyant Tools, j'en ai entendu parler, ça a l'air accessible.","python, j'ai quelques notions, mais très basiques. mais voyant tools, j'en ai entendu parler, ça a l'air accessible.","python , j' ai quelques notions , mais très basiques . mais voyant tools , j' en ai entendu parler , ça a l' air accessible .",python notion basique voir tool entendre air accessible,ADV NOUN ADJ VERB NOUN VERB NOUN ADJ,python(MISC); tools(MISC),8
